title,subtitle,author,content,link,category
SC uses plenary powers to allow a woman Army officer’s plea for permanent commission,"A Bench of Justices B.R. Gavai and K.V. Viswanathan, while illustrating, observed that thoughts on conditions of service and job perquisites would be last in the minds of valiant Indian soldiers bravely guarding the frontiers",The Hindu Bureau,"SC uses plenary powers to allow a woman Army officer’s plea for permanent commission A Bench of Justices B.R. Gavai and K.V. Viswanathan, while illustrating, observed that thoughts on conditions of service and job perquisites would be last in the minds of valiant Indian soldiers bravely guarding the frontiers The Supreme Court on Monday (December 9, 2024) exercised its extraordinary powers under Article 142 of the Constitution to grant permanent commission to a woman Army officer with a distinguished service record who was wrongly excluded from the consideration when other similarly placed officers were given the benefit. A Bench of Justices B.R. Gavai and K.V. Viswanathan, while illustrating, observed that thoughts on conditions of service and job perquisites would be last in the minds of valiant Indian soldiers bravely guarding the frontiers at Siachen or in other difficult terrains.",https://www.thehindu.com/news/national/sc-uses-plenary-powers-to-allow-a-woman-army-officers-plea-for-permanent-commission/article68965815.ece,national
Mamata warns Bangladeshi politicians; hopes Foreign Secretary’s visit will provide positive outcome,"The West Bengal CM, who had earlier sought peacekeeping forces from the United Nations to intervene in  Bangladesh, also condemned the attacks on Hindus in the neighbouring country",Shiv Sahay Singh,"Mamata warns Bangladeshi politicians; hopes Foreign Secretary’s visit will provide positive outcome The West Bengal CM, who had earlier sought peacekeeping forces from the United Nations to intervene in  Bangladesh, also condemned the attacks on Hindus in the neighbouring country Taking a dig at a section of Bangladeshi politicians, who have said the neighbouring country has legitimate claims over the Indian States of West Bengal, Bihar and Odisha, Chief Minister of West Bengal Mamata Banerjee on Monday (December 9, 2024) asked if Indians “would have lollipop” when external forces tried to occupy Indian lands. “Some people are saying we will occupy Bengal, Bihar, Odisha. I tell them — be happy and healthy. Not just you, no one has that audacity to occupy all these States. You will take all this and we will sit and eat lollipops? We are ready to have our patience tested, if need be,” Ms. Banerjee said in the State Assembly.",https://www.thehindu.com/news/national/mamata-warns-bangladeshi-politicians-hopes-foreign-secretarys-visit-will-provide-positive-outcome/article68965492.ece,national
"Reservation must not be based on religion, Supreme Court tells West Bengal","West Bengal has filed an appeal against a Calcutta HC judgment striking down its policy to include several castes, largely Muslim communities, in the State’s OBC list",Krishnadas Rajagopal,"Reservation must not be based on religion, Supreme Court tells West Bengal West Bengal has filed an appeal against a Calcutta HC judgment striking down its policy to include several castes, largely Muslim communities, in the State’s OBC list The Supreme Court on Monday (December 9, 2024) orally observed that reservation must not be based on religion while hearing an appeal filed by the State of West Bengal against a Calcutta High Court judgment striking down its policy to include several castes, largely Muslim communities, in the State’s Other Backward Classes (OBC) list. The Calcutta High Court had concluded that religion was the “sole criterion for declaring these communities as OBC”. It had found the “selection of 77 classes of Muslims as backwards an affront to the Muslim community as a whole”.",https://www.thehindu.com/news/national/reservation-must-not-be-based-on-religion-says-supreme-court/article68965452.ece,national
All India Lawyers Union demands action against Allahabad HC judge for speech at VHP event,AIMIM leader Asaduddin Owaisi terms speech of Justice Yadav as ‘unfortunate’,Ishita Mishra,"All India Lawyers Union demands action against Allahabad HC judge for speech at VHP event AIMIM leader Asaduddin Owaisi terms speech of Justice Yadav as ‘unfortunate’ The All India Lawyers Union on Monday (December 9, 2024) wrote a letter to the President and Chief Justice of India seeking action against Allahabad High Court judge, Justice Shekhar Kumar Yadav, for his speech at a Vishwa Hindu Parishad (VHP) event. The lawyers’ union said the speech “amounted to hate speech against the Muslim minority”. Also Read | Justice Yadav’s speech at VHP event: Supreme Court takes note, seeks details from Allahabad HC",https://www.thehindu.com/news/national/all-india-lawyers-union-demands-action-against-allahabad-hc-judge-for-speech-at-vhp-event/article68965236.ece,national
One lakh talented youth will be urged to join politics: PM Modi,"In a virtual address, Mr. Modi said spiritual leader Swami Vivekananda was of the opinion that participation of youth will be crucial for the nation’s development",Miscellaneous,"One lakh talented youth will be urged to join politics: PM Modi In a virtual address, Mr. Modi said spiritual leader Swami Vivekananda was of the opinion that participation of youth will be crucial for the nation’s development Prime Minister Narendra Modi on Monday (December 9, 2024) said efforts are being made to bring youth into politics because it cannot be left to those who only believe in dynastic politics and consider it as family property. Virtually addressing an event organised by Ramakrishna Math at Lekhamba village near Sanand town in Gujarat, the Prime Minister said the Young Leaders’ Dialogue will be organised in Delhi on the birth anniversary of Swami Vivekananda to “make a new beginning” towards this aim.",https://www.thehindu.com/news/national/prime-minister-narendra-modi-addresses-event-organised-by-ramakrishna-math/article68965961.ece,national
Stealth frigate INS Tushil commissioned into Indian Navy in Russia,"India, along with its friendly countries, believes in ensuring that maritime trade in the region remains safe and secure: Rajnath",Dinakar Peri,"Stealth frigate INS Tushil commissioned into Indian Navy in Russia India, along with its friendly countries, believes in ensuring that maritime trade in the region remains safe and secure: Rajnath India and Russia will enter a new era of cooperation by taking advantage of each other’s expertise in areas such as Artificial Intelligence, cyber security, space exploration and counter-terrorism, Defence Minister Rajnath Singh said on Monday (December 9, 2024) as stealth guided missile frigate INS Tushil was commissioned into the Indian Navy at Kaliningrad, Russia. Mr. Singh termed Russia’s support to India’s vision of ‘Aatmanirbhar Bharat’ as another important example of deep friendship between the two countries. “Made in India content is continuously increasing in many ships including INS Tushil. The ship is a big proof of the collaborative prowess of Russian and Indian industries. It exemplifies India’s journey towards technological excellence through jointmanship,” he said at the commissioning ceremony.",https://www.thehindu.com/news/national/union-defence-minister-rajnath-singh-in-russia-ins-tushil-inducted-into-indian-navy/article68966111.ece,national
"BJP is spreading ‘fake news’, says French media house Mediapart",Mediapart said that it “firmly condemns the instrumentalisation of its recently published investigative article about OCCRP by the Bharatiya Janata Party... in order to serve BJP’s political agenda and attack press freedom”,The Hindu Bureau,"BJP is spreading ‘fake news’, says French media house Mediapart Mediapart said that it “firmly condemns the instrumentalisation of its recently published investigative article about OCCRP by the Bharatiya Janata Party... in order to serve BJP’s political agenda and attack press freedom” Days after the Bharatiya Janata Party (BJP) accused the US State Department of fomenting disaffection against the Government of India, the French news outlet Mediapart, which the BJP had cited while making the allegations, has said that the BJP was spreading ‘fake news’ using its reports. U.S. State Department should clarify allegations over OCCRP, says BJP MP Sudhanshu Trivedi",https://www.thehindu.com/news/national/bjp-spreading-fake-news-says-french-media-house/article68966777.ece,national
"Government may introduce Bill on simultaneous polls, refer it to joint committee for consultation","The government wants to consult the Speakers of various State Assemblies through parliamentary committees; In September, it had indicated that it plans to bring three Bills, including two to amend the Constitution",The Hindu Bureau,"Government may introduce Bill on simultaneous polls, refer it to joint committee for consultation The government wants to consult the Speakers of various State Assemblies through parliamentary committees; In September, it had indicated that it plans to bring three Bills, including two to amend the Constitution Keen to hold wider consultations on the proposed Bills to implement simultaneous elections to the Lok Sabha, State Assemblies and local bodies, the Union government may bring these Bills as early as the ongoing Winter Session of Parliament, a government source said on Monday (December 9, 2024). The source said once the Bill, or a set of Bills, is introduced in Parliament, it is likely to be referred to a joint committee of the Lok Sabha and the Rajya Sabha for extensive consultations. The government is keen to consult all the Speakers of various State Assemblies through parliamentary committees.",https://www.thehindu.com/news/national/government-may-introduce-bill-on-simultaneous-polls-refer-it-to-joint-committee-for-consultation/article68966518.ece,national
SC moots agency to enhance Delhi green cover,"Bench says, “We permit the amicus to suggest names of the agencies which will be able to take up this task”",The Hindu Bureau,"SC moots agency to enhance Delhi green cover Bench says, “We permit the amicus to suggest names of the agencies which will be able to take up this task” The Supreme Court on Monday (December 9, 2024) suggested the constitution of a specialised agency dedicated to enhancing the national capital’s depleting green cover. A Bench of Justices A.S. Oka and Augustine George Masih asked amicus curiae, senior advocate A.D.N. Rao, to suggest names by December 18, the next date of hearing.",https://www.thehindu.com/news/national/sc-moots-agency-to-enhance-delhi-green-cover/article68965552.ece,national
Opposition to move notice to remove Vice-President Dhankhar,"The notice will be submitted under Article 67(b) and sources indicated that more than 50 MPs, including members from Congress, Trinamool Congress, DMK, Samajwadi Party and Left parties, have agreed to sign on the notice",The Hindu Bureau,"Opposition to move notice to remove Vice-President Dhankhar The notice will be submitted under Article 67(b) and sources indicated that more than 50 MPs, including members from Congress, Trinamool Congress, DMK, Samajwadi Party and Left parties, have agreed to sign on the notice Opposition parties in the INDIA bloc have decided to move a notice to remove Chairman of the Rajya Sabha Jagdeep Dhankhar from his office. The notice will be submitted under Article 67(b) of the Constitution and sources indicated that more than 50 MPs, including members from the Congress, Trinamool Congress, DMK, Samajwadi Party and the Left parties, have agreed to sign the notice.",https://www.thehindu.com/news/national/india-bloc-moves-resolution-to-remove-vice-president-jagdeep-dhankhar-from-office/article68965363.ece,national
"Youth Congress launches campaign against unemployment, drug abuse","IYC president Uday Bhanu Chib said the BJP had promised two crore jobs every year, but ever since the Modi government came to power, only 0.3% of candidates who applied got government jobs",The Hindu Bureau,"Youth Congress launches campaign against unemployment, drug abuse IYC president Uday Bhanu Chib said the BJP had promised two crore jobs every year, but ever since the Modi government came to power, only 0.3% of candidates who applied got government jobs The Indian Youth Congress (IYC) on Monday (December 9, 2024) launched the new edition of its ‘Young India Ke Bol’ campaign, focusing on unemployment and drug abuse. IYC president Uday Bhanu Chib and All India Congress Committee in-charge of National Students’ Union of India Kanhaiya Kumar addressed a press conference at the party headquarters after the poster launch.",https://www.thehindu.com/news/national/youth-congress-launches-campaign-against-unemployment-drug-abuse/article68966244.ece,national
India questions Musk's Starlink for more clues in $4.2-billion drug smuggling case,The incident has set off alarm bells as it is the first time Starlink's device has been used to navigate and reach Indian waters in a major drug haul.,Miscellaneous,"India questions Musk's Starlink for more clues in $4.2-billion drug smuggling case The incident has set off alarm bells as it is the first time Starlink's device has been used to navigate and reach Indian waters in a major drug haul. Police have sent a legal demand to Elon Musk’s Starlink seeking details of who purchased its internet device that helped in sea navigation of smugglers who were caught with $4.2 billion worth of meth in the biggest such Indian seizure. Two people with direct knowledge of the police notice sent by Andaman and Nicobar island officials said Starlink had been asked for the purchaser’s name and payment method, registration details and where the internet device was used when smugglers travelled in international waters from Myanmar to India.",https://www.thehindu.com/news/national/india-questions-musks-starlink-for-more-clues-in-42-billion-drug-smuggling-case/article68965980.ece,national
"After Assad’s ouster, India calls for peaceful, inclusive political process in Syria","New Delhi says all parties in the country must ‘work towards preserving the unity, sovereignty and territorial integrity of Syria’; experts say India must pay close attention to events both inside Syria and its borders with Israel, Turkiye, and Iraq",Suhasini Haidar,"After Assad’s ouster, India calls for peaceful, inclusive political process in Syria New Delhi says all parties in the country must ‘work towards preserving the unity, sovereignty and territorial integrity of Syria’; experts say India must pay close attention to events both inside Syria and its borders with Israel, Turkiye, and Iraq India on Monday (December 9, 2024) called for a peaceful and inclusive political process in Syria to find a resolution to the dramatic turn of events after President Bashar al-Assad fled to Russia and rebel forces claimed control of the capital, Damascus. The events took New Delhi by surprise, given that the Ministry of External Affairs had hosted Foreign Office Consultations with Syrian officials less than a fortnight ago.",https://www.thehindu.com/news/national/after-assads-ouster-india-calls-for-peaceful-inclusive-political-process-in-syria/article68966124.ece,national
"NRAI warns restaurants about aggregator payment gateways, deep discounting",The advisory comes when food delivery giants including Zomato and Swiggy are aggressively focusing on expanding their dine-in customer base,Miscellaneous,"NRAI warns restaurants about aggregator payment gateways, deep discounting The advisory comes when food delivery giants including Zomato and Swiggy are aggressively focusing on expanding their dine-in customer base The National Restaurant Association of India has issued an advisory cautioning its members over deep discounting and payment gateway tools offered by aggregator platforms for dine-in operations. The advisory comes when food delivery giants including Zomato and Swiggy are aggressively focusing on expanding their dine-in customer base.",https://www.thehindu.com/news/national/nrai-warns-restaurants-about-aggregator-payment-gateways-deep-discounting/article68964976.ece,national
Sheena Bora murder case: Supreme Court notice to CBI on Indrani Mukerjea’s plea to travel abroad,"A Bench headed by Justice M.M. Sundresh issued notice to the special leave petition filed by Indrani Mukerjea, represented by advocates Sana Raees Khan and Sandeep Singh",The Hindu Bureau,"Sheena Bora murder case: Supreme Court notice to CBI on Indrani Mukerjea’s plea to travel abroad A Bench headed by Justice M.M. Sundresh issued notice to the special leave petition filed by Indrani Mukerjea, represented by advocates Sana Raees Khan and Sandeep Singh The Supreme Court of India on Monday (December 9, 2024) sought a response from the Central Bureau of Investigation (CBI) to a plea by former media executive Indrani Mukerjea, accused of killing her daughter Sheena Bora, challenging a Bombay High Court decision refusing her permission to travel out of the country. A Bench headed by Justice M.M. Sundresh issued notice to the special leave petition filed by Mukerjea, represented by advocates Sana Raees Khan and Sandeep Singh.",https://www.thehindu.com/news/national/sheena-bora-murder-case-supreme-court-notice-to-cbi-on-indrani-mukerjeas-plea-to-travel-abroad/article68964133.ece,national
25 lakh now enrolled for Ayushman Vay Vandana Cards,"Treatment worth over ₹40 crore has been availed, benefitting more than 22,000 senior citizens aged  70 years and above, since the AVVC was launched in October",Bindu Shajan Perappadan,"25 lakh now enrolled for Ayushman Vay Vandana Cards Treatment worth over ₹40 crore has been availed, benefitting more than 22,000 senior citizens aged  70 years and above, since the AVVC was launched in October Enrolment for the Ayushman Vay Vandana Card (AVVC), launched on October 29, has reached 25 lakh. Prime Minister Narendra Modi had announced the expansion of the Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (AB PM-JAY) to include all senior citizens aged 70 years and above. Since the card’s launch, treatments worth more than ₹40 crore have been availed by 22,000 senior citizens above the age of 70 years, a release issued by the Health Ministry said on Monday (December 9, 2024).",https://www.thehindu.com/news/national/25-lakh-now-enrolled-for-ayushman-vay-vandana-cards/article68964964.ece,national
"National Food Security Act still driven by figures from 2011 census, Supreme Court told","Calculation of food grains distributed to States by the Centre under the NFSA relied on a census that was carried out over 13 years ago, advocate Prashant Bhushan said",The Hindu Bureau,"National Food Security Act still driven by figures from 2011 census, Supreme Court told Calculation of food grains distributed to States by the Centre under the NFSA relied on a census that was carried out over 13 years ago, advocate Prashant Bhushan said The Supreme Court on Monday (December 9, 2024) orally remarked that a long-term response to problems of food security was to generate employment, even as advocate Prashant Bhushan said the National Food Security Act (NFSA) continued to be driven by figures from the 2011 census. Mr. Bhushan argued that the calculation of food grains distributed to States by the Centre under the NFSA banked on a census carried out over 13 years ago. Meanwhile, the pandemic had happened. The government’s top law officers responded that the Centre was committed to food security. They urged the court to not give ear to “armchair intellectuals”.",https://www.thehindu.com/news/national/sc-told-the-national-food-security-act-is-still-driven-by-figures-from-the-2011-census/article68964992.ece,national
Supreme Court should put a stop to lawsuits seeking survey of mosques: CPI(M),"After a two-day meeting of the CPI(M) Politburo on December 7-8, the Left party said it is unfortunate that the Supreme Court has not intervened to put a stop to such litigations",Miscellaneous,"Supreme Court should put a stop to lawsuits seeking survey of mosques: CPI(M) After a two-day meeting of the CPI(M) Politburo on December 7-8, the Left party said it is unfortunate that the Supreme Court has not intervened to put a stop to such litigations The CPI(M) Politburo on Monday (December 9, 2024) voiced concern over the spate of lawsuits filed across the country seeking survey of ancient mosques to verify the presence of temple ruins lying underneath. ""After Varanasi and Mathura, in Sambhal, a survey was ordered of a 16th century mosque by a lower court. This resulted in violence in which four Muslim youth were killed. Following this, a similar petition has been entertained in the civil court in Ajmer regarding the Ajmer Sharif Dargah,"" the party said.",https://www.thehindu.com/news/national/supreme-court-should-put-a-stop-to-lawsuits-seeking-survey-of-mosques-cpim/article68964765.ece,national
Supreme Court dismisses plea to clear road blockade caused by farmers' protest,The plea has alleged that farmers' and their unions have blocked the entire national and State highways in Punjab for an indefinite period,The Hindu Bureau,"Supreme Court dismisses plea to clear road blockade caused by farmers' protest The plea has alleged that farmers' and their unions have blocked the entire national and State highways in Punjab for an indefinite period The Supreme Court on Monday (December 9, 2024) refused to entertain a plea directing the Centre and authorities to immediately clear blockades on national and State highways in Punjab where farmers are staging protests. A Bench headed by Justice Surya Kant said similar petitions are already pending in the apex court, and it did not want another one to add to the number.",https://www.thehindu.com/news/national/supreme-court-dismisses-plea-to-clear-road-blockade-caused-by-farmers-protest/article68964356.ece,national
"U.S. State Department should clarify allegations over OCCRP, says BJP MP Sudhanshu Trivedi","“The U.S. State Department should clarify whether or not they are involved in such activities and if they are not, then they should withdraw their support from such OCCRP organisations,” Rajya Sabha MP Sudhanshu Trivedi said",The Hindu Bureau,"U.S. State Department should clarify allegations over OCCRP, says BJP MP Sudhanshu Trivedi “The U.S. State Department should clarify whether or not they are involved in such activities and if they are not, then they should withdraw their support from such OCCRP organisations,” Rajya Sabha MP Sudhanshu Trivedi said The Bharatiya Janata Party (BJP) on Monday (December 9, 2024) said the allegations made by the party on the U.S. State Department with regard to the Organised Crime and Corruption Reporting Project (OCCRP) was based on the media report by French publication Mediapart and that it was up to the U.S. State Department to clarify. “In this context, during our presser on this issue, we had quoted a media report by a French publication, published in Sarajevo in which it was made clear that the OCCRP project was funded partially by the U.S. State Department and by George Soros. It is therefore incumbent on them [U.S. State Department] to clarify whether what has been said in the report is correct or not,” said Rajya Sabha MP Sudhanshu Trivedi.",https://www.thehindu.com/news/national/allegations-on-occrp-bjp-only-quoting-media-report-up-to-us-state-department-to-clarify-says-bjp/article68964599.ece,national
